City,Start Date,End Date,NDVI
"New York City, NY",2020-07-27,2020-08-10,0.9852208200027235
"Raleigh, NC",2020-07-27,2020-07-27,0.9918667799793184
"Charlotte, NC",2020-07-27,2020-07-27,0.988843772560358
"Washington, DC",2020-07-27,2020-07-27,0.9881695578806102
"Denver, CO",2020-07-27,2020-07-27,0.9895527944900095
"Jacksonville, FL",2020-07-27,2020-07-27,0.9867141682188958
"Phoenix, AZ",2020-08-10,2020-08-10,0.986693590413779
"Indianapolis, IN",2020-08-10,2020-08-10,0.9854494911851361
"Seattle, WA",2020-08-10,2020-08-10,0.9896646472625434
"Boston, MA",2020-08-10,2020-08-10,0.9868567858356982
"Nashville, TN",2020-08-10,2020-08-10,0.9893331634812057
"Portland, OR",2020-08-10,2020-08-10,0.9903486887924373
"Mesa, AZ",2020-08-10,2020-08-10,0.9872058858163655
"Tempe, AZ",2020-08-10,2020-08-10,0.9864939427934587
"New York City, NY",2020-08-10,2020-08-24,0.9852208200027235
"Arlington, TX",2020-08-24,2020-08-24,0.9897790937684476
"Bakersfield, CA",2020-08-24,2020-08-24,0.9871967388316989
"Minneapolis, MN",2020-08-24,2020-08-24,0.9893874935805798
"Colorado Springs, CO",2020-08-24,2020-08-24,0.9888983950950205
"New York City, NY",2020-08-24,2020-09-07,0.9853615693282336
"Fresno, CA",2020-08-24,2020-08-24,0.9865768135059625
"Dallas, TX",2020-08-24,2020-08-24,0.9889563615433872
"Albuquerque, NM",2020-08-24,2020-08-24,0.9868143936619163
"Kansas City, MO",2020-08-24,2020-08-24,0.9898117044940591
"Denver, CO",2020-08-24,2020-08-24,0.988206033827737
"Memphis, TN",2020-09-07,2020-09-07,0.9908607522957027
"New York City, NY",2020-09-07,2020-09-21,0.9853033327963203
"San Diego, CA",2020-09-07,2020-09-07,0.9868855013046414
"Portland, OR",2020-09-07,2020-09-07,0.9903039820492268
"New York City, NY",2020-09-21,2020-10-05,0.985864611226134
"Detroit, MI",2020-09-21,2020-09-21,0.9896887289360166
"Wichita, KS",2020-09-21,2020-09-21,0.9888338032178581
"Tucson, AZ",2020-09-21,2020-09-21,0.9866471278946847
"Oakland, CA",2020-09-21,2020-09-21,0.9875826376955956
"Mesa, AZ",2020-09-21,2020-09-21,0.9855196890421212
"Atlanta, GA",2020-09-21,2020-09-21,0.9908522358164191
"San Francisco, CA",2020-09-21,2020-09-21,0.9841795684333192
"Tempe, AZ",2020-09-21,2020-09-21,0.9865793231874704
"San Jose, CA",2020-09-21,2020-09-21,0.9880752847529948
"Sacramento, CA",2020-09-21,2020-09-21,0.9890884426422417
"Oklahoma City, OK",2020-09-21,2020-09-21,0.9895748142153025
"Kansas City, MO",2020-09-21,2020-09-21,0.9901241180486977
"Boston, MA",2020-09-21,2020-09-21,0.9877544527407736
"Omaha, NE",2020-09-21,2020-09-21,0.9870308495592326
"Columbus, OH",2020-09-21,2020-09-21,0.9920190288685262
"Minneapolis, MN",2020-09-21,2020-09-21,0.9883114420808852
"Raleigh, NC",2020-10-05,2020-10-05,0.9931408930569887
"El Paso, TX",2020-10-05,2020-10-05,0.9860881046624854
"Colorado Springs, CO",2020-10-05,2020-10-05,0.9895660718902946
"Charlotte, NC",2020-10-05,2020-10-05,0.9910737993195653
"Denver, CO",2020-10-05,2020-10-05,0.9898234759457409
"Washington, DC",2020-10-05,2020-10-05,0.9886680855415761
"Albuquerque, NM",2020-10-05,2020-10-05,0.9871547899674624
"Phoenix, AZ",2020-10-19,2020-10-19,0.9870624027680606
"Arlington, TX",2020-11-02,2020-11-02,0.9906134838238358
"Bakersfield, CA",2020-11-02,2020-11-02,0.9873153679072857
"Charlotte, NC",2020-11-02,2020-11-02,0.9910376318730414
"Colorado Springs, CO",2020-11-02,2020-11-02,0.9885754152201116
"Austin, TX",2020-11-02,2020-11-02,0.9900109218433499
"New York City, NY",2020-11-02,2020-11-16,0.9843622199823585
"Dallas, TX",2020-11-02,2020-11-02,0.9892958654090762
"Houston, TX",2020-11-02,2020-11-02,0.9894379954785109
"Denver, CO",2020-11-02,2020-11-02,0.988658525981009
"Raleigh, NC",2020-11-16,2020-11-16,0.9920385549776256
"Miami, FL",2020-11-16,2020-11-16,0.9836665320908651
"Virginia Beach, VA",2020-11-16,2020-11-16,0.9921800177544355
"New York City, NY",2020-11-16,2020-11-30,0.9849281881470233
"New York City, NY",2020-11-30,2020-12-14,0.9833493800833821
"Arlington, TX",2020-11-30,2020-11-30,0.9898396250791848
"Omaha, NE",2020-11-30,2020-11-30,0.9882311252877116
"Kansas City, MO",2020-11-30,2020-11-30,0.9885135106742382
"Sacramento, CA",2020-11-30,2020-11-30,0.988775301259011
"Oakland, CA",2020-11-30,2020-11-30,0.9878949373960495
"San Francisco, CA",2020-11-30,2020-11-30,0.9846425543073565
"Fort Worth, TX",2020-11-30,2020-11-30,0.98892158921808
"Austin, TX",2020-11-30,2020-11-30,0.9893518970347941
"San Jose, CA",2020-11-30,2020-11-30,0.9881448438391089
"Dallas, TX",2020-11-30,2020-11-30,0.9888251079246402
"Oklahoma City, OK",2020-11-30,2020-11-30,0.9879549122415483
"Los Angeles, CA",2020-12-14,2020-12-14,0.9867763973306865
"El Paso, TX",2020-12-14,2020-12-14,0.9860511968145147
"Long Beach, CA",2020-12-14,2020-12-14,0.9869462449569255
"New York City, NY",2020-12-28,2021-01-11,0.9834546557976864
"Seattle, WA",2020-12-28,2020-12-28,0.9894209844060242
"Phoenix, AZ",2020-12-28,2020-12-28,0.9871967383660376
"Dallas, TX",2021-01-11,2021-01-11,0.9875389845110476
"Bakersfield, CA",2021-01-11,2021-01-11,0.9870204790495336
"Arlington, TX",2021-01-11,2021-01-11,0.9883502600714564
"New York City, NY",2021-01-11,2021-01-25,0.9836725709610619
"New York City, NY",2021-01-25,2021-02-08,0.9841074578871485
"Mesa, AZ",2021-02-08,2021-02-08,0.98754051188007
"Tempe, AZ",2021-02-08,2021-02-08,0.9876082404516637
"New York City, NY",2021-02-08,2021-02-22,0.9845301887544338
"Phoenix, AZ",2021-02-08,2021-02-08,0.9870864865370095
"Long Beach, CA",2021-02-22,2021-02-22,0.9874594886787236
"New York City, NY",2021-02-22,2021-03-08,0.9833325995132327
"Jacksonville, FL",2021-02-22,2021-02-22,0.9870704098138958
"Albuquerque, NM",2021-02-22,2021-02-22,0.986103493720293
"Colorado Springs, CO",2021-02-22,2021-02-22,0.9860689998604357
"Tampa, FL",2021-02-22,2021-02-22,0.9872600531671196
"Denver, CO",2021-02-22,2021-02-22,0.986399989342317
"Houston, TX",2021-02-22,2021-02-22,0.9872024022042751
"San Diego, CA",2021-02-22,2021-02-22,0.9884781236760318
"Bakersfield, CA",2021-02-22,2021-02-22,0.987189101986587
"Los Angeles, CA",2021-02-22,2021-02-22,0.9870860525406897
"Boston, MA",2021-03-08,2021-03-08,0.9859072256367654
"Nashville, TN",2021-03-08,2021-03-08,0.9879347013775259
"Mesa, AZ",2021-03-08,2021-03-08,0.9870639846194535
"Tempe, AZ",2021-03-08,2021-03-08,0.9871365940198302
"New York City, NY",2021-03-08,2021-03-22,0.9833373319124803
"Charlotte, NC",2021-03-22,2021-03-22,0.9890787354670465
"Fresno, CA",2021-03-22,2021-03-22,0.988395044580102
"Bakersfield, CA",2021-03-22,2021-03-22,0.9873783339280635
"New York City, NY",2021-03-22,2021-04-05,0.9849658833700232
"Raleigh, NC",2021-04-05,2021-04-05,0.990765901748091
"New York City, NY",2021-04-05,2021-04-19,0.9849658833700232
"Baltimore, MD",2021-04-05,2021-04-05,0.9877851342316717
"Virginia Beach, VA",2021-04-05,2021-04-05,0.9911350370384753
"Miami, FL",2021-04-05,2021-04-05,0.982813639100641
"Portland, OR",2021-04-05,2021-04-05,0.9891931684687734
"San Diego, CA",2021-04-05,2021-04-05,0.9880709149874747
"Philadelphia, PA",2021-04-05,2021-04-05,0.9859880970325321
"Memphis, TN",2021-04-05,2021-04-05,0.9891198263503611
"Washington, DC",2021-04-05,2021-04-05,0.9873933345079422
"Tempe, AZ",2021-04-19,2021-04-19,0.9873912783805281
"Wichita, KS",2021-04-19,2021-04-19,0.9893915741704404
"Atlanta, GA",2021-04-19,2021-04-19,0.9902677177451551
"New York City, NY",2021-04-19,2021-05-03,0.9851222467259504
"Mesa, AZ",2021-04-19,2021-04-19,0.9873735008295625
"Sacramento, CA",2021-04-19,2021-04-19,0.9899191749282181
"Tucson, AZ",2021-04-19,2021-04-19,0.9867149775382131
"Oklahoma City, OK",2021-04-19,2021-04-19,0.9885218301787972
"Boston, MA",2021-04-19,2021-04-19,0.9852019334211946
"Phoenix, AZ",2021-04-19,2021-04-19,0.9867857843637466
"Tampa, FL",2021-05-03,2021-05-03,0.988654715474695
"Bakersfield, CA",2021-05-03,2021-05-03,0.9876030164305121
"Long Beach, CA",2021-05-03,2021-05-03,0.986875181319192
"New York City, NY",2021-05-03,2021-05-17,0.9853691960452124
"El Paso, TX",2021-05-03,2021-05-03,0.9859791835770011
"Jacksonville, FL",2021-05-03,2021-05-03,0.9878597168717533
"San Diego, CA",2021-05-03,2021-05-03,0.9877844445873052
"Los Angeles, CA",2021-05-03,2021-05-03,0.9864616997074336
"Phoenix, AZ",2021-05-17,2021-05-17,0.9865641430951655
"Boston, MA",2021-05-17,2021-05-17,0.9873106421437114
"Mesa, AZ",2021-05-17,2021-05-17,0.9871697039343417
"Tempe, AZ",2021-05-17,2021-05-17,0.9871396000962704
"New York City, NY",2021-05-17,2021-05-31,0.9853983616922051
"Fresno, CA",2021-05-31,2021-05-31,0.9878364568576217
"Minneapolis, MN",2021-05-31,2021-05-31,0.9892215207219124
"Bakersfield, CA",2021-05-31,2021-05-31,0.9873702502809465
"New York City, NY",2021-05-31,2021-06-14,0.9854448029072955
"Milwaukee, WI",2021-06-14,2021-06-14,0.9860732946544886
"Memphis, TN",2021-06-14,2021-06-14,0.9909932496957481
"New York City, NY",2021-06-14,2021-06-28,0.9860152311157435
"San Diego, CA",2021-06-14,2021-06-14,0.9875771384686232
"Las Vegas, NV",2021-06-14,2021-06-14,0.9861979141132906
"Chicago, IL",2021-06-14,2021-06-14,0.986151579185389
"Phoenix, AZ",2021-06-28,2021-06-28,0.9864413444884121
"Tucson, AZ",2021-06-28,2021-06-28,0.9863290011417121
"Mesa, AZ",2021-06-28,2021-06-28,0.98704306432046
"Tempe, AZ",2021-06-28,2021-06-28,0.9869303372688591
"Tampa, FL",2021-07-12,2021-07-12,0.9886233732104301
"Bakersfield, CA",2021-07-12,2021-07-12,0.9872363870963454
"Colorado Springs, CO",2021-07-12,2021-07-12,0.9890479370951653
"Long Beach, CA",2021-07-12,2021-07-12,0.9861973830265924
"New York City, NY",2021-07-12,2021-07-26,0.9854917683405802
"Albuquerque, NM",2021-07-12,2021-07-12,0.986614593071863
"El Paso, TX",2021-07-12,2021-07-12,0.9861238721059635
"Washington, DC",2021-07-12,2021-07-12,0.9881384575273842
"Denver, CO",2021-07-12,2021-07-12,0.9883668655529618
"Los Angeles, CA",2021-07-12,2021-07-12,0.9859972366830334
"New York City, NY",2021-07-26,2021-08-09,0.9856235721381381
"Tempe, AZ",2021-07-26,2021-07-26,0.9867724303621799
"Indianapolis, IN",2021-07-26,2021-07-26,0.9902083459310234
"Seattle, WA",2021-07-26,2021-07-26,0.9893003553152084
"Portland, OR",2021-07-26,2021-07-26,0.990191113203764
"Dallas, TX",2021-08-09,2021-08-09,0.9886666834354401
"Denver, CO",2021-08-09,2021-08-09,0.9891396327875555
"Albuquerque, NM",2021-08-09,2021-08-09,0.9869713883381337
"Fresno, CA",2021-08-09,2021-08-09,0.9877904171589762
"Kansas City, MO",2021-08-09,2021-08-09,0.9895633067935705
"Colorado Springs, CO",2021-08-09,2021-08-09,0.9901256817393005
"Minneapolis, MN",2021-08-09,2021-08-09,0.9874570018146187
"Bakersfield, CA",2021-08-09,2021-08-09,0.9872513909358531
"Arlington, TX",2021-08-09,2021-08-09,0.990456166677177
"New York City, NY",2021-08-09,2021-08-23,0.9855805966071784
"Raleigh, NC",2021-08-23,2021-08-23,0.992600348778069
"Baltimore, MD",2021-08-23,2021-08-23,0.9884780626744032
"Memphis, TN",2021-08-23,2021-08-23,0.9904441903345287
"New York City, NY",2021-08-23,2021-09-06,0.9858086130116135
"Las Vegas, NV",2021-08-23,2021-08-23,0.9862261347007006
"Washington, DC",2021-08-23,2021-08-23,0.9883198337629437
"Seattle, WA",2021-08-23,2021-08-23,0.9888579654507339
"San Diego, CA",2021-08-23,2021-08-23,0.9871733144391328
"Arlington, TX",2021-09-06,2021-09-06,0.989422366488725
"Oakland, CA",2021-09-06,2021-09-06,0.987649044720456
"Mesa, AZ",2021-09-06,2021-09-06,0.9876264065969735
"Kansas City, MO",2021-09-06,2021-09-06,0.9901756709441543
"New York City, NY",2021-09-06,2021-09-20,0.9851782904006541
"Omaha, NE",2021-09-06,2021-09-06,0.9899412184022367
"Wichita, KS",2021-09-06,2021-09-06,0.9906927477568388
"Tempe, AZ",2021-09-06,2021-09-06,0.9872786877676845
"Tucson, AZ",2021-09-06,2021-09-06,0.9872993156313896
"Sacramento, CA",2021-09-06,2021-09-06,0.989047079347074
"Detroit, MI",2021-09-06,2021-09-06,0.9893844658508897
"Fort Worth, TX",2021-09-06,2021-09-06,0.9889599150046706
"San Francisco, CA",2021-09-06,2021-09-06,0.9849429025198333
"Columbus, OH",2021-09-06,2021-09-06,0.9920961414463818
"San Antonio, TX",2021-09-06,2021-09-06,0.9892832171171904
"Austin, TX",2021-09-06,2021-09-06,0.9894599751569331
"Oklahoma City, OK",2021-09-06,2021-09-06,0.9886220451444387
"San Jose, CA",2021-09-06,2021-09-06,0.9879065442364663
"Dallas, TX",2021-09-06,2021-09-06,0.9876146444585174
"Phoenix, AZ",2021-09-06,2021-09-06,0.986733419355005
"Houston, TX",2021-09-20,2021-09-20,0.9881813807878643
"San Diego, CA",2021-09-20,2021-09-20,0.9875640703830868
"Denver, CO",2021-09-20,2021-09-20,0.9899292383342981
"El Paso, TX",2021-09-20,2021-09-20,0.9863530492875725
"Colorado Springs, CO",2021-09-20,2021-09-20,0.984211569360923
"Long Beach, CA",2021-09-20,2021-09-20,0.9867343660444021
"Bakersfield, CA",2021-09-20,2021-09-20,0.987061322433874
"Los Angeles, CA",2021-09-20,2021-09-20,0.986239469377324
"New York City, NY",2021-09-20,2021-10-04,0.9849256169400178
"Tempe, AZ",2021-10-04,2021-10-04,0.9872888165991753
"Houston, TX",2021-10-18,2021-10-18,0.9896376263350248
"Arlington, TX",2021-10-18,2021-10-18,0.9907377045601606
"Minneapolis, MN",2021-10-18,2021-10-18,0.9887006129138172
"Colorado Springs, CO",2021-10-18,2021-10-18,0.9895177888683975
"Fresno, CA",2021-10-18,2021-10-18,0.9881541347131133
"New York City, NY",2021-10-18,2021-11-01,0.9848181154520717
"Denver, CO",2021-10-18,2021-10-18,0.9897416131570935
"Charlotte, NC",2021-10-18,2021-10-18,0.9910187656059861
"Dallas, TX",2021-10-18,2021-10-18,0.9892746550031006
"Albuquerque, NM",2021-10-18,2021-10-18,0.9870763132348657
"Philadelphia, PA",2021-11-01,2021-11-01,0.986391888698563
"Washington, DC",2021-11-01,2021-11-01,0.9885401530191302
"Baltimore, MD",2021-11-01,2021-11-01,0.9887738218531013
"Raleigh, NC",2021-11-01,2021-11-01,0.9926087781786919
"Virginia Beach, VA",2021-11-01,2021-11-01,0.9919670899398625
"Mesa, AZ",2021-11-15,2021-11-15,0.9879481112584472
"New York City, NY",2021-11-15,2021-11-29,0.9844728776224656
"Arlington, TX",2021-11-15,2021-11-15,0.9904449642635882
"Oklahoma City, OK",2021-11-15,2021-11-15,0.9887305479496717
"Tempe, AZ",2021-11-15,2021-11-15,0.9879909234587103
"Fort Worth, TX",2021-11-15,2021-11-15,0.9893505983054638
"Phoenix, AZ",2021-11-15,2021-11-15,0.9873251323588192
"Boston, MA",2021-11-15,2021-11-15,0.9858132492518052
"San Antonio, TX",2021-11-15,2021-11-15,0.9880687550175935
"Austin, TX",2021-11-15,2021-11-15,0.9863705905154347
"San Diego, CA",2021-11-29,2021-11-29,0.9888938060030341
"Jacksonville, FL",2021-11-29,2021-11-29,0.987343976739794
"El Paso, TX",2021-11-29,2021-11-29,0.9863303899765015
"Tampa, FL",2021-11-29,2021-11-29,0.9893119540065527
"Houston, TX",2021-11-29,2021-11-29,0.9892280353233218
"Bakersfield, CA",2021-11-29,2021-11-29,0.9873411278240383
"Los Angeles, CA",2021-11-29,2021-11-29,0.9872300864662975
"Denver, CO",2021-11-29,2021-11-29,0.9877887056209147
"Albuquerque, NM",2021-11-29,2021-11-29,0.9863048640545458
"Colorado Springs, CO",2021-11-29,2021-11-29,0.9880371694453061
"Long Beach, CA",2021-11-29,2021-11-29,0.9873035124037415
"Louisville, KY",2021-12-13,2021-12-13,0.9877771604806185
"New York City, NY",2021-12-13,2021-12-27,0.9835843355976976
"Arlington, TX",2021-12-27,2021-12-27,0.9870705923531204
"Minneapolis, MN",2021-12-27,2021-12-27,0.984570531087229
"Colorado Springs, CO",2021-12-27,2021-12-27,0.9874200951308012
"Dallas, TX",2021-12-27,2021-12-27,0.9864087980240583
"Denver, CO",2021-12-27,2021-12-27,0.9874405283480883
"Memphis, TN",2022-01-10,2022-01-10,0.9886916386894882
"Raleigh, NC",2022-01-10,2022-01-10,0.9905426581390202
"New York City, NY",2022-01-24,2022-02-07,0.9832382140448317
"Tempe, AZ",2022-01-24,2022-01-24,0.9877335045021027
"Wichita, KS",2022-01-24,2022-01-24,0.9876284839119762
"Oakland, CA",2022-01-24,2022-01-24,0.9883042513392866
"Atlanta, GA",2022-01-24,2022-01-24,0.988347674254328
"Kansas City, MO",2022-01-24,2022-01-24,0.987641389714554
"Mesa, AZ",2022-01-24,2022-01-24,0.9877021766733378
"Sacramento, CA",2022-01-24,2022-01-24,0.9890877893194556
"Oklahoma City, OK",2022-01-24,2022-01-24,0.9868677586782724
"San Francisco, CA",2022-01-24,2022-01-24,0.9846739327476826
"San Jose, CA",2022-01-24,2022-01-24,0.9884918197058141
"Phoenix, AZ",2022-01-24,2022-01-24,0.9872858251910657
"Colorado Springs, CO",2022-02-07,2022-02-07,0.9857259425334632
"Long Beach, CA",2022-02-07,2022-02-07,0.987570776604116
"Denver, CO",2022-02-07,2022-02-07,0.9857851054985076
"Houston, TX",2022-02-07,2022-02-07,0.9881007722578943
"El Paso, TX",2022-02-07,2022-02-07,0.9858009074814618
"Boston, MA",2022-02-21,2022-02-21,0.9852143157622777
"Tempe, AZ",2022-02-21,2022-02-21,0.9870885815471411
"New York City, NY",2022-02-21,2022-03-07,0.984169568750076
"Denver, CO",2022-03-07,2022-03-07,0.98476695275167
"Albuquerque, NM",2022-03-07,2022-03-07,0.985743971192278
"Fresno, CA",2022-03-07,2022-03-07,0.9882174422964454
"New York City, NY",2022-03-07,2022-03-21,0.9838163328240626
"Philadelphia, PA",2022-03-21,2022-03-21,0.9855746708344668
"Washington, DC",2022-03-21,2022-03-21,0.9866057673934847
"Baltimore, MD",2022-03-21,2022-03-21,0.9871874095406383
"Raleigh, NC",2022-03-21,2022-03-21,0.9902198184281588
"Virginia Beach, VA",2022-03-21,2022-03-21,0.9905915162526071
"New York City, NY",2022-03-21,2022-04-04,0.9842286180646624
"Tempe, AZ",2022-04-04,2022-04-04,0.9872254584915936
"Atlanta, GA",2022-04-04,2022-04-04,0.9889194057323039
"New York City, NY",2022-04-04,2022-04-18,0.9847487616061699
"Mesa, AZ",2022-04-04,2022-04-04,0.9873597715049982
"Phoenix, AZ",2022-04-04,2022-04-04,0.9867333876900375
"Tucson, AZ",2022-04-04,2022-04-04,0.9864010908640921
"Long Beach, CA",2022-04-18,2022-04-18,0.9870388866402209
"Colorado Springs, CO",2022-04-18,2022-04-18,0.9868501748424023
"El Paso, TX",2022-04-18,2022-04-18,0.9861073496285826
"New York City, NY",2022-04-18,2022-05-02,0.9844621613738127
"San Diego, CA",2022-04-18,2022-04-18,0.9865790081676096
"Houston, TX",2022-04-18,2022-04-18,0.9892007913440466
"Denver, CO",2022-04-18,2022-04-18,0.9873243113979697
"Los Angeles, CA",2022-04-18,2022-04-18,0.9867098757531494
"Phoenix, AZ",2022-05-02,2022-05-02,0.9866815337445587
"Mesa, AZ",2022-05-02,2022-05-02,0.9872106916736811
"Tempe, AZ",2022-05-02,2022-05-02,0.9870578646659851
"New York City, NY",2022-05-02,2022-05-16,0.9861367518315092
"Colorado Springs, CO",2022-05-16,2022-05-16,0.9857289382489398
"Arlington, TX",2022-05-16,2022-05-16,0.9906513430178165
"Minneapolis, MN",2022-05-16,2022-05-16,0.9882374191656709
"Kansas City, MO",2022-05-16,2022-05-16,0.9904291587881744
"Albuquerque, NM",2022-05-16,2022-05-16,0.9867224271874875
"Fresno, CA",2022-05-16,2022-05-16,0.9878842083271593
"Denver, CO",2022-05-16,2022-05-16,0.9873500338289887
"Dallas, TX",2022-05-16,2022-05-16,0.9892372698523104
"Houston, TX",2022-05-16,2022-05-16,0.9883429468609393
"Virginia Beach, VA",2022-05-30,2022-05-30,0.9865846249740571
"Raleigh, NC",2022-05-30,2022-05-30,0.9928660402074456
"New York City, NY",2022-05-30,2022-06-13,0.9854916175827384
"San Diego, CA",2022-05-30,2022-05-30,0.9875404776539654
"Las Vegas, NV",2022-05-30,2022-05-30,0.9860906708054245
"Philadelphia, PA",2022-05-30,2022-05-30,0.9856685384875163
"New York City, NY",2022-06-13,2022-06-27,0.9865667251870036
"Arlington, TX",2022-06-13,2022-06-13,0.9903928562998772
"Wichita, KS",2022-06-13,2022-06-13,0.9909751475788653
"Mesa, AZ",2022-06-13,2022-06-13,0.9870989213231951
"Oakland, CA",2022-06-13,2022-06-13,0.9881975445896387
"Tucson, AZ",2022-06-13,2022-06-13,0.9862870665965602
"Sacramento, CA",2022-06-13,2022-06-13,0.9895530114881694
"Tempe, AZ",2022-06-13,2022-06-13,0.9869981585070491
"Phoenix, AZ",2022-06-13,2022-06-13,0.9864392257295549
"Oklahoma City, OK",2022-06-13,2022-06-13,0.9896436082199216
"Fort Worth, TX",2022-06-13,2022-06-13,0.9890645015984774
"San Francisco, CA",2022-06-13,2022-06-13,0.9853593738516793
"San Jose, CA",2022-06-13,2022-06-13,0.9883800614625216
"Austin, TX",2022-06-13,2022-06-13,0.9896770524792373
"San Antonio, TX",2022-06-13,2022-06-13,0.9885624111630023
"Dallas, TX",2022-06-13,2022-06-13,0.9889776478521526
"Los Angeles, CA",2022-06-27,2022-06-27,0.9863030662527308
"San Diego, CA",2022-06-27,2022-06-27,0.9874131483957171
"El Paso, TX",2022-06-27,2022-06-27,0.9859265680424869
"Colorado Springs, CO",2022-06-27,2022-06-27,0.9893724247813225
"Long Beach, CA",2022-06-27,2022-06-27,0.9866969629656523
"New York City, NY",2022-06-27,2022-07-11,0.9857067324919626
"New York City, NY",2022-07-11,2022-07-25,0.9861935876542702
"Louisville, KY",2022-07-11,2022-07-11,0.9884313447400928
"Portland, OR",2022-07-11,2022-07-11,0.9908710983581841
"Nashville, TN",2022-07-11,2022-07-11,0.988706171978265
"Boston, MA",2022-07-11,2022-07-11,0.9875689072068781
"Charlotte, NC",2022-07-25,2022-07-25,0.9908750713802874
"Bakersfield, CA",2022-07-25,2022-07-25,0.9872748833149672
"Colorado Springs, CO",2022-07-25,2022-07-25,0.986276786075905
"Arlington, TX",2022-07-25,2022-07-25,0.9891958367079496
"Houston, TX",2022-07-25,2022-07-25,0.988096164772287
"Austin, TX",2022-07-25,2022-07-25,0.9891416705213487
"Dallas, TX",2022-07-25,2022-07-25,0.9882473978213966
"New York City, NY",2022-07-25,2022-08-08,0.9859708102885634
"Fresno, CA",2022-07-25,2022-07-25,0.9876569116022438
"Philadelphia, PA",2022-08-08,2022-08-08,0.9842181481217267
"Washington, DC",2022-08-08,2022-08-08,0.985848750337027
"Memphis, TN",2022-08-08,2022-08-08,0.9905451526865363
"Baltimore, MD",2022-08-08,2022-08-08,0.9867180902510881
"Virginia Beach, VA",2022-08-08,2022-08-08,0.9925445439293981
"New York City, NY",2022-08-08,2022-08-22,0.985777537105605
"San Jose, CA",2022-08-22,2022-08-22,0.9881078384350985
"Sacramento, CA",2022-08-22,2022-08-22,0.9890655912458897
"Mesa, AZ",2022-08-22,2022-08-22,0.9873582201544195
"Tempe, AZ",2022-08-22,2022-08-22,0.986936666071415
"Tucson, AZ",2022-08-22,2022-08-22,0.9870504897553474
"New York City, NY",2022-08-22,2022-09-05,0.9859032998792827
"Phoenix, AZ",2022-08-22,2022-08-22,0.9863519484642893
"Los Angeles, CA",2022-09-05,2022-09-05,0.9861357193440199
"San Diego, CA",2022-09-05,2022-09-05,0.987253055209294
"Denver, CO",2022-09-05,2022-09-05,0.9898176756687462
"El Paso, TX",2022-09-05,2022-09-05,0.9867582798469812
"Colorado Springs, CO",2022-09-05,2022-09-05,0.9896917114965618
"Long Beach, CA",2022-09-05,2022-09-05,0.9865032171364874
"Bakersfield, CA",2022-09-05,2022-09-05,0.9869586566928774
"Tampa, FL",2022-09-05,2022-09-05,0.9888457711786032
"New York City, NY",2022-09-05,2022-09-19,0.9856478817528114
"Tempe, AZ",2022-09-19,2022-09-19,0.9870856017805636
"Mesa, AZ",2022-09-19,2022-09-19,0.9871812341734767
"Louisville, KY",2022-09-19,2022-09-19,0.9884148347191513
"Portland, OR",2022-09-19,2022-09-19,0.9904289641417563
"Seattle, WA",2022-09-19,2022-09-19,0.9895432759076357
"Phoenix, AZ",2022-09-19,2022-09-19,0.9866341052111238
"Fresno, CA",2022-10-03,2022-10-03,0.9879103384446353
"Bakersfield, CA",2022-10-03,2022-10-03,0.9872877104207873
"Arlington, TX",2022-10-03,2022-10-03,0.9905114066787064
"Dallas, TX",2022-10-03,2022-10-03,0.9891740139573812
"Denver, CO",2022-10-03,2022-10-03,0.9888133127242327
"New York City, NY",2022-10-03,2022-10-17,0.9852197763393633
"Kansas City, MO",2022-10-03,2022-10-03,0.9892800953239202
"San Diego, CA",2022-10-17,2022-10-17,0.9875590947922319
"Las Vegas, NV",2022-10-17,2022-10-17,0.9860438129398972
"Memphis, TN",2022-10-17,2022-10-17,0.9902247977443039
"Raleigh, NC",2022-10-17,2022-10-17,0.9924553148448467
"Omaha, NE",2022-10-31,2022-10-31,0.9879011234734207
"Tempe, AZ",2022-10-31,2022-10-31,0.9875127987470478
"Wichita, KS",2022-10-31,2022-10-31,0.9890166753903031
"Mesa, AZ",2022-10-31,2022-10-31,0.9877672200091183
"Tucson, AZ",2022-10-31,2022-10-31,0.9873506042640656
"Oklahoma City, OK",2022-10-31,2022-10-31,0.98869289457798
"Dallas, TX",2022-10-31,2022-10-31,0.9891710933297873
"Phoenix, AZ",2022-10-31,2022-10-31,0.9871132243424654
"Denver, CO",2022-11-14,2022-11-14,0.9854815853759646
"Washington, DC",2022-11-14,2022-11-14,0.987911832286045
"El Paso, TX",2022-11-14,2022-11-14,0.9865893532987684
"Colorado Springs, CO",2022-11-14,2022-11-14,0.9875890617258847
"Tampa, FL",2022-11-14,2022-11-14,0.9884249758906662
"Charlotte, NC",2022-12-12,2022-12-12,0.9888407648541033
"Philadelphia, PA",2022-12-26,2022-12-26,0.9850944686913863
"Virginia Beach, VA",2022-12-26,2022-12-26,0.990474040620029
"Oklahoma City, OK",2023-01-09,2023-01-09,0.9869994481559843
"Tucson, AZ",2023-01-09,2023-01-09,0.9871078131254762
"Atlanta, GA",2023-01-09,2023-01-09,0.9877581254113466
"Wichita, KS",2023-01-09,2023-01-09,0.9874817687086761
"New York City, NY",2023-01-23,2023-02-06,0.9846357949427329
"Long Beach, CA",2023-01-23,2023-01-23,0.9875223292037845
"Raleigh, NC",2023-01-23,2023-01-23,0.9901021681725979
